VendorName,VendorNumber,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesDollars,TotalSalesPrice,TotalSalesQuantity,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
ULTRA BEVERAGE COMPANY LLP,9165,2242,Cles des Ducs Armagnac VSOP,16.05,30.99,750.0,28,449.4,3694.3199999999997,2374.9199999999996,168.0,132.36,68054.7,3244.9199999999996,87.84,6.0,8.221,16.05,Small,-2247.0
PINE STATE TRADING CO,7153,23946,Ch La Cardone Medoc 09,13.6,19.99,750.0,33,448.8,2858.5699999999997,2058.97,143.0,15.81,15884.82,2409.7699999999995,84.3,4.3333,6.369,13.6,Small,-1496.0
M S WALKER INC,9552,18785,Tineta Tinto Fino Ribera Del,9.33,13.99,750.0,48,447.84,489.65,125.91,35.0,3.91,55551.82,41.81,8.54,0.7292,1.093,9.33,Small,121.29
LATITUDE BEVERAGE COMPANY,4950,21628,Ironside Cab Svgn,7.84,11.99,750.0,57,446.88,608.57,281.81,43.0,4.79,1610.0,161.69000000000005,26.57,0.7544,1.362,7.84,Small,109.75999999999999
CRUSH WINES,90047,17194,Uvaggio Primitivo Lodi,8.27,11.99,750.0,54,446.58,2817.65,827.3100000000001,235.0,26.29,1457.73,2371.07,84.15,4.3519,6.309,8.27,Small,-1496.87
CONSTELLATION BRANDS INC,1392,24587,Woodbridge Harvest Spice Red,4.51,6.99,750.0,99,446.49,3588.79,1362.8,621.0,69.45,79528.99,3142.3,87.56,6.2727,8.038,4.51,Medium,-2354.22
ADAMBA IMPORTS INTL INC,60,771,Bak's Krupnik Honey Liqueur,11.44,14.99,750.0,39,446.16,704.53,494.67,47.0,37.01,367.52,258.36999999999995,36.67,1.2051,1.579,11.440000000000001,Small,-91.52
E & J GALLO WINERY,3252,46074,Turning Leaf Pnt Nr RSV VDP,7.43,10.99,1500.0,60,445.79999999999995,549.5,230.79,50.0,11.190000000000001,61966.91,103.70000000000005,18.87,0.8333,1.233,7.429999999999999,Small,74.3
MARTIGNETTI COMPANIES,4425,43639,Hamilton Russell Pnt Nr,18.54,27.99,750.0,24,444.96,755.73,363.87,27.0,3.0100000000000002,144929.24,310.77000000000004,41.12,1.125,1.698,18.54,Small,-55.62
E & J GALLO WINERY,3252,44369,Gallo Twin Vly Moscato,3.37,4.99,750.0,132,444.84,598.8000000000001,99.80000000000001,120.0,13.47,61966.91,153.9600000000001,25.71,0.9091,1.346,3.3699999999999997,Medium,40.44
MARTIGNETTI COMPANIES,4425,32543,Villa Cornaro Pinot Grigio,5.29,7.99,750.0,84,444.35999999999996,671.16,55.93,84.0,9.450000000000001,144929.24,226.8,33.79,1.0,1.51,5.289999999999999,Small,0.0
CRUSH WINES,90047,20739,Paydirt Red Paso Robles,12.33,23.99,750.0,36,443.88,831.63,554.76,37.0,4.11,1457.73,387.75,46.63,1.0278,1.874,12.33,Small,-12.33
MARTIGNETTI COMPANIES,4425,23193,Martinelli Vellu Ranch Znfdl,36.98,53.99,750.0,12,443.76,2483.54,1673.69,46.0,5.09,144929.24,2039.78,82.13,3.8333,5.597,36.98,Small,-1257.32
DIAGEO NORTH AMERICA INC,3960,1294,Jeremiah Weed Bourbon,11.99,14.99,750.0,37,443.63,554.63,134.91,37.0,29.15,257032.07,111.0,20.01,1.0,1.25,11.99,Small,0.0
E & J GALLO WINERY,3252,24997,W Hill Merlot Napa,16.43,23.99,750.0,27,443.61,3159.91,1507.48,109.0,12.15,61966.91,2716.2999999999997,85.96,4.037,7.123,16.43,Small,-1347.26
DIAGEO CHATEAU ESTATE WINES,1590,15747,BV Coastal Estate Red,6.16,10.99,750.0,72,443.52,450.59,109.9,41.0,4.59,7259.75,7.069999999999993,1.57,0.5694,1.016,6.16,Small,190.96
STATE WINE & SPIRITS,653,19942,Viu Manent Estate Rsv Malbec,5.47,7.99,750.0,81,443.07,615.72,141.82,78.0,8.74,8014.9800000000005,172.65000000000003,28.04,0.963,1.39,5.47,Small,16.41
ULTRA BEVERAGE COMPANY LLP,9165,21179,Amapola Creek 09 Cab Svgn,40.26,59.99,750.0,11,442.86,2507.56,1815.68,44.0,4.88,68054.7,2064.7,82.34,4.0,5.662,40.26,Small,-1328.58
MAJESTIC FINE WINES,10000,45884,Kendall Jackson Pnt Nr Spl S,9.2,13.99,750.0,48,441.6,671.52,41.97,48.0,5.4,17587.59,229.91999999999996,34.24,1.0,1.521,9.200000000000001,Small,0.0
ULTRA BEVERAGE COMPANY LLP,9165,15222,Le Volte Red Toscana,19.2,28.99,750.0,23,441.6,666.77,86.97,23.0,2.59,68054.7,225.16999999999996,33.77,1.0,1.51,19.2,Small,0.0
VINILANDIA USA,90024,44907,Guntrum Dry Trocken Rheinhsn,9.2,13.99,750.0,48,441.6,601.57,503.64,43.0,4.73,2802.64,159.97000000000003,26.59,0.8958,1.362,9.200000000000001,Small,46.0
MARTIGNETTI COMPANIES,4425,6981,J Lohr Cypress Merlot,6.12,8.99,750.0,72,440.64,638.29,197.78,71.0,7.95,144929.24,197.64999999999998,30.97,0.9861,1.449,6.12,Small,6.12
PALM BAY INTERNATIONAL INC,6785,18433,Bertani Amarone 04,62.91,94.99,750.0,7,440.37,5984.37,4654.509999999999,63.0,6.93,13605.41,5544.0,92.64,9.0,13.589,62.910000000000004,Small,-3522.96
STE MICHELLE WINE ESTATES,8673,10124,Tormaresca Neprica Puglia,7.33,10.99,750.0,60,439.79999999999995,709.39,280.75,61.0,6.800000000000001,15919.7,269.59000000000003,38.0,1.0167,1.613,7.329999999999999,Small,-7.33
E & J GALLO WINERY,3252,35663,Redwood Creek Cab Svgn Cal,4.31,6.29,750.0,102,439.62,484.33000000000004,75.48,77.0,8.64,61966.91,44.710000000000036,9.23,0.7549,1.102,4.31,Medium,107.74999999999999
M S WALKER INC,9552,24040,Merieau 12 Les Hex PN VdP,8.78,12.99,750.0,50,439.0,506.61,207.84,39.0,4.37,55551.82,67.61000000000001,13.35,0.78,1.154,8.78,Small,96.58
PINE STATE TRADING CO,7153,15569,Agua de Piedra Malbec Selecn,5.22,7.99,750.0,84,438.48,707.16,58.93,84.0,9.450000000000001,15884.82,268.67999999999995,37.99,1.0,1.613,5.220000000000001,Small,0.0
MARTIGNETTI COMPANIES,4425,18771,Cigar Zin Old Vine Zinfandel,12.16,17.99,750.0,36,437.76,485.73,53.97,27.0,3.04,144929.24,47.97000000000003,9.88,0.75,1.11,12.16,Small,109.44
PSP WINES,7255,20382,Fabrizio Dionisio Rose Syrah,8.1,15.99,750.0,54,437.40000000000003,807.46,355.77,54.0,6.0200000000000005,648.71,370.06,45.83,1.0,1.846,8.100000000000001,Small,0.0
STATE WINE & SPIRITS,653,19652,Alias Chard,6.07,8.99,750.0,72,437.04,582.47,98.91,53.0,5.95,8014.9800000000005,145.43,24.97,0.7361,1.333,6.07,Small,115.33000000000001
TRINCHERO FAMILY ESTATES,8892,10273,Rebel Newmans Own Cab Svgn,6.62,9.99,750.0,66,436.91999999999996,529.47,289.71,53.0,5.88,11595.97,92.55000000000007,17.48,0.803,1.212,6.619999999999999,Small,86.06
SHAW ROSS INT L IMP LTD,8320,39111,Gekkeikan Sake Cap Ace,2.02,2.99,180.0,216,436.32,693.6800000000001,101.66000000000001,232.0,6.24,3151.92,257.36000000000007,37.1,1.0741,1.59,2.02,Medium,-32.32
SOUTHERN WINE & SPIRITS NE,2000,19822,Ch LaGrange 10 Brdx,72.6,105.99,750.0,6,435.6,5511.48,3285.69,52.0,5.7700000000000005,19016.59,5075.879999999999,92.1,8.6667,12.653,72.60000000000001,Small,-3339.6
LUXCO INC,8352,885,Arrow Apricot Brandy,6.05,7.99,750.0,72,435.59999999999997,575.28,47.94,72.0,56.699999999999996,10261.6,139.68,24.28,1.0,1.321,6.05,Small,0.0
ULTRA BEVERAGE COMPANY LLP,9165,24754,Girl & Dragon Malbec,9.45,13.99,750.0,46,434.70000000000005,643.54,419.7,46.0,5.09,68054.7,208.83999999999992,32.45,1.0,1.48,9.450000000000001,Small,0.0
ULTRA BEVERAGE COMPANY LLP,9165,1790,Morrigan Irish Whiskey,15.5,27.99,750.0,28,434.0,1635.2099999999998,967.54,79.0,62.24,68054.7,1201.2099999999998,73.46,2.8214,3.768,15.5,Small,-790.5
PERFECTA WINES,10754,20507,Ch la Pointe Pomerol,20.64,31.99,750.0,21,433.44,2559.2,1599.5,80.0,8.88,28720.52,2125.7599999999998,83.06,3.8095,5.904,20.64,Small,-1217.76
CRUSH WINES,90047,14993,Neirano Prosecco,3.01,4.49,187.0,144,433.43999999999994,547.78,35.92,122.0,3.4200000000000004,1457.73,114.34000000000003,20.87,0.8472,1.264,3.01,Medium,66.22
"HOOD RIVER DISTILLERS, Inc.",3950,596,Pendleton Canadian Whisky,17.31,21.99,750.0,25,432.75,593.73,87.96,27.0,21.259999999999998,117.52000000000001,160.98000000000002,27.11,1.08,1.372,17.31,Small,-34.62
E & J GALLO WINERY,3252,2101,New Amsterdam Gin,4.37,5.99,375.0,99,432.63,3186.68,2222.29,532.0,208.38,61966.91,2754.0499999999997,86.42,5.3737,7.366,4.37,Medium,-1892.21
Circa Wines,1650,24149,La Monacesca Verd di Mattell,13.51,19.99,750.0,32,432.32,779.61,179.91,39.0,4.37,211.97,347.29,44.55,1.2188,1.803,13.51,Small,-94.57
DIAGEO CHATEAU ESTATE WINES,1590,25801,Acacia Winery Pnt Nr Carnero,18.79,27.99,750.0,23,432.16999999999996,447.84,139.95,16.0,1.79,7259.75,15.670000000000016,3.5,0.6957,1.036,18.79,Small,131.53
PERFECTA WINES,10754,24792,St Mayhem Wh Peach & Ginger,15.43,22.99,750.0,28,432.03999999999996,643.72,298.87,28.0,3.1300000000000003,28720.52,211.68000000000006,32.88,1.0,1.49,15.429999999999998,Small,0.0
BACARDI USA INC,480,8692,Grey Goose VX,53.95,74.99,750.0,8,431.6,599.92,524.93,8.0,6.3100000000000005,89286.27,168.31999999999994,28.06,1.0,1.39,53.95,Small,0.0
SOUTHERN WINE & SPIRITS NE,2000,19231,Tasca D'Almerita Rosso 06,23.97,55.99,750.0,18,431.46,2148.4100000000003,1252.66,59.0,6.55,19016.59,1716.9500000000003,79.92,3.2778,4.979,23.97,Small,-982.77
STATE WINE & SPIRITS,653,20477,Hayes Valley Chard Monterey,6.53,11.99,750.0,66,430.98,979.02,129.87,98.0,11.030000000000001,8014.9800000000005,548.04,55.98,1.4848,2.272,6.53,Small,-208.96
CONSTELLATION BRANDS INC,1392,12259,Rex Goliath Chard Free Range,7.18,10.99,1500.0,60,430.79999999999995,583.54,372.71,46.0,10.24,79528.99,152.74,26.17,0.7667,1.355,7.179999999999999,Small,100.52
KOBRAND CORPORATION,4692,22473,Cakebread Clrs Cab Svgn 11,86.09,129.99,1500.0,5,430.45,779.94,519.96,6.0,1.34,9139.38,349.49000000000007,44.81,1.2,1.812,86.09,Small,-86.09
PERFECTA WINES,10754,34982,Baron K Kabinett,12.66,18.99,750.0,34,430.43999999999994,911.52,759.5999999999999,48.0,5.3,28720.52,481.08000000000004,52.78,1.4118,2.118,12.659999999999998,Small,-177.24
SOUTHERN WINE & SPIRITS NE,2000,41220,C Krug RSV Generations Napa,35.86,51.99,750.0,12,430.32,513.9,461.91,10.0,1.1,19016.59,83.57999999999998,16.26,0.8333,1.194,35.86,Small,71.72
LAIRD & CO,4848,6136,Casoni Limoncello di Sorento,17.16,22.99,750.0,25,429.0,833.99,459.48,101.0,79.56,1043.69,404.99,48.56,4.04,1.944,17.16,Small,-1304.16
STATE WINE & SPIRITS,653,20594,Fritz Pnt Nr RRV,17.87,27.99,750.0,24,428.88,647.76,53.98,24.0,2.7,8014.9800000000005,218.88,33.79,1.0,1.51,17.87,Small,0.0
VINEYARD BRANDS INC,1587,19951,Warre's Vintage Port 2000,42.85,65.99,750.0,10,428.5,1781.7299999999998,1715.7399999999998,27.0,2.97,6070.09,1353.2299999999998,75.95,2.7,4.158,42.85,Small,-728.45
STATE WINE & SPIRITS,653,23259,Vegan Vines Chard,6.12,8.99,750.0,70,428.4,5825.52,2723.9700000000003,648.0,72.13,8014.9800000000005,5397.120000000001,92.65,9.2571,13.598,6.12,Small,-3537.36
MHW LTD,6213,5737,Blue Chair Bay CocSpc Cream,13.38,16.99,750.0,32,428.16,2803.35,1698.9999999999998,165.0,129.98,9621.58,2375.19,84.73,5.1562,6.547,13.38,Small,-1779.5400000000002
E & J GALLO WINERY,3252,22363,Andre Moscato,3.56,5.99,750.0,120,427.2,558.04,110.31,96.0,10.77,61966.91,130.83999999999997,23.45,0.8,1.306,3.56,Medium,85.44
PERFECTA WINES,10754,45645,Marina Cvetic Mntlcno Abruzo,17.8,28.99,750.0,24,427.2,1043.6399999999999,231.92,36.0,4.03,28720.52,616.4399999999998,59.07,1.5,2.443,17.8,Small,-213.60000000000002
ULTRA BEVERAGE COMPANY LLP,9165,26211,Compilation Cab Svgn,3.56,5.49,750.0,120,427.2,658.8,120.78,120.0,13.49,68054.7,231.59999999999997,35.15,1.0,1.542,3.56,Medium,0.0
MHW LTD,6213,589,Bols Blackberry Brandy,7.91,10.99,1000.0,54,427.14,560.49,362.67,51.0,53.550000000000004,9621.58,133.35000000000002,23.79,0.9444,1.312,7.91,Small,23.73
PERFECTA WINES,10754,20174,Dom Bousquet Pnt Nr Rsv,10.95,15.99,750.0,39,427.05,1236.3,936.4799999999999,70.0,7.74,28720.52,809.25,65.46,1.7949,2.895,10.950000000000001,Small,-339.45
M S WALKER INC,9552,19881,Pravis Pnt Grigio Vignetti,5.91,12.99,750.0,72,425.52000000000004,2939.73,1267.59,327.0,36.46,55551.82,2514.21,85.53,4.5417,6.909,5.91,Small,-1507.05
M S WALKER INC,9552,14717,Il Donato Pnt Grigio Daunia,5.91,8.99,750.0,72,425.52,609.39,129.87,61.0,6.83,55551.82,183.87,30.17,0.8472,1.432,5.91,Small,65.01
WINE GROUP INC,9815,26398,Trapiche Malbec,3.94,5.99,750.0,108,425.52,646.92,83.86,108.0,12.13,27100.41,221.39999999999998,34.22,1.0,1.52,3.94,Medium,0.0
KOBRAND CORPORATION,4692,25186,Jadot Ch d Jacques Morgon 11,8.66,12.99,750.0,49,424.34000000000003,8040.81,4013.91,619.0,68.94,9139.38,7616.47,94.72,12.6327,18.949,8.66,Small,-4936.2
PINE STATE TRADING CO,7153,27189,Jamieson R Double Lariat Cab,35.29,53.99,750.0,12,423.48,647.88,53.99,12.0,1.35,15884.82,224.39999999999998,34.64,1.0,1.53,35.29,Small,0.0
E & J GALLO WINERY,3252,7433,New Amsterdam Orange,8.63,11.99,1000.0,49,422.87,503.58,143.88,42.0,44.1,61966.91,80.70999999999998,16.03,0.8571,1.191,8.63,Small,60.410000000000004
M S WALKER INC,9552,21260,Benvolio Toscana Rosso,8.78,12.99,750.0,48,421.44,649.5,64.95,50.0,5.62,55551.82,228.06,35.11,1.0417,1.541,8.78,Small,-17.56
E & J GALLO WINERY,3252,14922,Five Oaks Pnt Grigio Cal,2.6,3.79,750.0,162,421.2,613.98,113.7,162.0,18.17,61966.91,192.78000000000003,31.4,1.0,1.458,2.6,Medium,0.0
E & J GALLO WINERY,3252,28272,Gallo Fairbanks Cream Sherry,2.92,7.79,1500.0,144,420.48,1069.5,195.94,150.0,33.74,61966.91,649.02,60.68,1.0417,2.544,2.92,Medium,-17.52
PHILLIPS PRODUCTS CO.,9206,2840,Revel Stoke Roasted Pecan,7.36,10.99,750.0,57,419.52,1182.09,428.67,91.0,71.67999999999999,2211.83,762.5699999999999,64.51,1.5965,2.818,7.359999999999999,Small,-250.24
MARTIGNETTI COMPANIES,4425,22646,Guillaume Vrignaud Chablis,16.77,25.99,750.0,25,419.25,1039.6,441.83,40.0,4.46,144929.24,620.3499999999999,59.67,1.6,2.48,16.77,Small,-251.54999999999998
MARTIGNETTI COMPANIES,4425,26781,Mer Soliel Reserve Chard SB,11.64,16.99,750.0,36,419.04,441.73999999999995,169.89999999999998,26.0,2.9,144929.24,22.699999999999932,5.14,0.7222,1.054,11.64,Small,116.4
PERFECTA WINES,10754,43730,Calera Ryan Vyd Pnt Nr,34.92,50.99,750.0,12,419.04,719.88,359.94,12.0,1.34,28720.52,300.84,41.79,1.0,1.718,34.92,Small,0.0
MARTIGNETTI COMPANIES,4425,15949,Kunde Cab Svgn Sonoma Cnty,8.55,12.99,750.0,49,418.95,540.63,214.85,37.0,4.12,144929.24,121.68,22.51,0.7551,1.29,8.549999999999999,Small,102.60000000000001
PALM BAY INTERNATIONAL INC,6785,17989,Porta Vita Bianco,8.05,11.99,1500.0,52,418.59999999999997,827.31,287.76,69.0,15.46,13605.41,408.71,49.4,1.3269,1.976,8.049999999999999,Small,-136.85000000000002
ULTRA BEVERAGE COMPANY LLP,9165,18193,Joseph Phelps Insignia 09,104.57,159.99,750.0,4,418.28,2559.84,1919.88,16.0,1.76,68054.7,2141.5600000000004,83.66,4.0,6.12,104.57,Small,-1254.84
BROWN-FORMAN CORP,1128,7195,Herradura Reposado Barrel 11,34.84,45.99,750.0,12,418.08,551.88,91.98,12.0,9.45,68601.68,133.8,24.24,1.0,1.32,34.839999999999996,Small,0.0
Circa Wines,1650,14835,Vinum Cellars Pnt Nr,9.72,14.49,750.0,43,417.96,433.7,129.41,30.0,3.37,211.97,15.740000000000009,3.63,0.6977,1.038,9.719999999999999,Small,126.36000000000001
DELICATO VINEYARDS INC,2242,46308,Twisted Chard Cal,5.88,8.99,750.0,71,417.48,458.49,278.69,51.0,5.680000000000001,7982.65,41.00999999999999,8.94,0.7183,1.098,5.88,Small,117.6
JIM BEAM BRANDS COMPANY,12546,4808,Leroux Polish Blackberry Bdy,7.19,8.99,750.0,58,417.02,422.53000000000003,242.73000000000002,47.0,37.01,123880.97,5.510000000000048,1.3,0.8103,1.013,7.1899999999999995,Small,79.09
PERFECTA WINES,10754,35480,Prinz Salm Der Weib,13.42,19.99,750.0,31,416.02,1091.42,651.66,58.0,6.44,28720.52,675.4000000000001,61.88,1.871,2.623,13.42,Small,-362.34
MARTIGNETTI COMPANIES,4425,40608,Pinotage Southern Right,9.67,14.99,750.0,43,415.81,614.59,389.74,41.0,4.54,144929.24,198.78000000000003,32.34,0.9535,1.478,9.67,Small,19.34
M S WALKER INC,9552,13379,Pertinace Barbera D'Alba,10.13,14.99,750.0,41,415.33,764.49,374.75,51.0,5.67,55551.82,349.16,45.67,1.2439,1.841,10.129999999999999,Small,-101.30000000000001
JIM BEAM BRANDS COMPANY,12546,1252,Jim Beam Bonded Bourbon,13.84,22.99,750.0,30,415.2,3076.29,2014.8799999999999,171.0,134.75,123880.97,2661.09,86.5,5.7,7.409,13.84,Small,-1951.44
MARTIGNETTI COMPANIES,4425,22781,Rage Znfdl,37.74,56.99,750.0,11,415.14,1196.79,626.89,21.0,2.33,144929.24,781.65,65.31,1.9091,2.883,37.74,Small,-377.40000000000003
STE MICHELLE WINE ESTATES,8673,39461,Stags Leap SLV Cab Svgn,69.07,104.99,750.0,6,414.42,7034.33,4724.55,67.0,7.430000000000001,15919.7,6619.91,94.11,11.1667,16.974,69.07000000000001,Small,-4213.2699999999995
WINE GROUP INC,9815,21619,Yosemite Road Pnt Grigio,2.3,3.49,750.0,180,414.0,530.48,59.330000000000005,152.0,17.080000000000002,27100.41,116.48000000000002,21.96,0.8444,1.281,2.3,Medium,64.39999999999999
PINE STATE TRADING CO,7153,22940,Leoville Poyfre St Julien 09,206.7,307.99,1500.0,2,413.4,1847.94,923.97,6.0,1.35,15884.82,1434.54,77.63,3.0,4.47,206.7,Small,-826.8
POVERTY LANE ORCHARDS,90027,15891,Farnum Hill Dooryard Cider,8.1,11.99,750.0,51,413.1,1786.51,983.1800000000001,149.0,16.57,229.88,1373.4099999999999,76.88,2.9216,4.325,8.1,Small,-793.8
M S WALKER INC,9552,234,Allen's Ginger Brandy,11.47,15.49,1750.0,36,412.91999999999996,464.7,46.47,30.0,55.120000000000005,55551.82,51.78000000000003,11.14,0.8333,1.125,11.469999999999999,Small,68.82000000000001
CONSTELLATION BRANDS INC,1392,21102,Taylor New York Marsala,5.29,7.99,1500.0,78,412.62,575.28,119.85000000000001,72.0,16.15,79528.99,162.65999999999997,28.27,0.9231,1.394,5.29,Small,31.740000000000002
ULTRA BEVERAGE COMPANY LLP,9165,6935,Fetzer Eagle Peak Merlot Cal,7.23,10.99,750.0,57,412.11,462.59000000000003,284.75,41.0,4.54,68054.7,50.48000000000002,10.91,0.7193,1.122,7.23,Small,115.68
MARTIGNETTI COMPANIES,4425,11917,Ch de Beaucastel Pape Rouge,137.33,205.99,1500.0,3,411.99,823.96,411.98,4.0,0.9,144929.24,411.97,50.0,1.3333,2.0,137.33,Small,-137.33
DIAGEO CHATEAU ESTATE WINES,1590,18569,Sterling Rsv Platinum Red,22.87,45.99,750.0,18,411.65999999999997,781.83,597.87,17.0,1.8800000000000001,7259.75,370.1700000000001,47.35,0.9444,1.899,22.869999999999997,Small,22.87
MHW LTD,6213,4077,Blue Chair Bay Coc Spced Rum,10.29,13.99,750.0,40,411.6,645.66,189.89999999999998,34.0,26.759999999999998,9621.58,234.05999999999995,36.25,0.85,1.569,10.290000000000001,Small,61.739999999999995
PERFECTA WINES,10754,21458,Ch Langoa Barton St Julien,45.63,67.99,750.0,9,410.67,1563.77,1019.8499999999999,23.0,2.56,28720.52,1153.1,73.74,2.5556,3.808,45.63,Small,-638.82
MARTIGNETTI COMPANIES,4425,14097,Bonny Doon Clos de Gilroy Rd,8.55,19.99,750.0,48,410.4,860.43,147.89,57.0,6.4,144929.24,450.03,52.3,1.1875,2.097,8.549999999999999,Small,-76.95
STE MICHELLE WINE ESTATES,8673,10618,14 Hands Rsl Wash,6.84,9.99,750.0,60,410.4,531.48,401.61,52.0,5.75,15919.7,121.08000000000004,22.78,0.8667,1.295,6.84,Small,54.72
DIAGEO CHATEAU ESTATE WINES,1590,18571,Sterling Vyd Aromatic White,6.5,9.95,750.0,63,409.5,2843.37,1717.38,263.0,29.17,7259.75,2433.87,85.6,4.1746,6.944,6.5,Small,-1300.0
SOUTHERN WINE & SPIRITS NE,2000,19969,Ch D'Issan 10 Brdx,81.81,125.99,750.0,5,409.05,5543.5599999999995,1385.8899999999999,44.0,4.93,19016.59,5134.509999999999,92.62,8.8,13.552,81.81,Small,-3190.59
SOUTHERN WINE & SPIRITS NE,2000,23032,Zenato Cresasso,51.01,74.99,750.0,8,408.08,2149.57,1349.73,43.0,4.76,19016.59,1741.4900000000002,81.02,5.375,5.268,51.01,Small,-1785.35
PALM BAY INTERNATIONAL INC,6785,25204,Ch Rollan de By Medoc,17.0,24.99,750.0,24,408.0,5197.92,3598.56,208.0,23.02,13605.41,4789.92,92.15,8.6667,12.74,17.0,Small,-3128.0
ULTRA BEVERAGE COMPANY LLP,9165,21427,Verde Sole Chard,6.8,14.99,750.0,60,408.0,923.16,409.65000000000003,84.0,9.370000000000001,68054.7,515.16,55.8,1.4,2.263,6.8,Small,-163.2
VINEYARD BRANDS INC,1587,23525,La Vieille Ferme Red B/B,17.0,24.99,3000.0,24,408.0,499.79999999999995,374.84999999999997,20.0,9.0,6070.09,91.79999999999995,18.37,0.8333,1.225,17.0,Small,68.0
MHW LTD,6213,3955,Wyborowa Vodka,13.59,16.99,1750.0,30,407.70000000000005,579.74,188.91,26.0,47.769999999999996,9621.58,172.03999999999996,29.68,0.8667,1.422,13.590000000000002,Small,54.36
TRINCHERO FAMILY ESTATES,8892,26457,Luxury Edition Pnt Nr Rose S,8.49,12.99,750.0,48,407.52,623.52,337.74,48.0,5.3500000000000005,11595.97,216.0,34.64,1.0,1.53,8.49,Small,0.0
BROWN-FORMAN CORP,1128,395,Woodford Rsv Mt Washington,33.82,45.99,1000.0,12,405.84,551.88,183.96,12.0,12.6,68601.68,146.04000000000002,26.46,1.0,1.36,33.82,Small,0.0
DIAGEO CHATEAU ESTATE WINES,1590,43499,Sterling Vntrs Cltn Chard,4.83,7.49,750.0,84,405.72,629.16,29.96,84.0,9.45,7259.75,223.43999999999994,35.51,1.0,1.551,4.83,Small,0.0
M S WALKER INC,9552,688,Thatchers Organic Cucumber,7.51,9.99,750.0,54,405.54,539.46,439.56,54.0,42.59,55551.82,133.92000000000002,24.82,1.0,1.33,7.510000000000001,Small,0.0
Circa Wines,1650,26093,Pietro Rinaldi Argante Nebbi,16.88,25.99,750.0,24,405.12,623.76,51.98,24.0,2.7,211.97,218.64,35.05,1.0,1.54,16.88,Small,0.0
VINILANDIA USA,90024,12625,Tiamo Pnt Grigio,8.44,12.99,750.0,48,405.12,635.52,52.96,48.0,5.4,2802.64,230.39999999999998,36.25,1.0,1.569,8.44,Small,0.0
STE MICHELLE WINE ESTATES,8673,19547,Ch Ste Michelle Chard Mimi,6.75,9.99,750.0,60,405.0,649.35,159.84,65.0,7.300000000000001,15919.7,244.35000000000002,37.63,1.0833,1.603,6.75,Small,-33.75
BROWN-FORMAN CORP,1128,1550,Jack Daniels Tennessee Fire,2.91,3.99,100.0,139,404.49,10413.9,5111.1900000000005,2610.0,271.34,68601.68,10009.41,96.12,18.777,25.746,2.91,Medium,-7190.610000000001
MARTIGNETTI COMPANIES,4425,18972,Schug Pnt Nr Carneros,7.09,10.99,375.0,57,404.13,6440.14,2176.02,586.0,33.26,144929.24,6036.01,93.72,10.2807,15.936,7.09,Small,-3750.61
VINEYARD BRANDS INC,1587,19786,Warre's Vintage Port 2011,50.33,74.99,750.0,8,402.64,3074.5899999999997,2174.71,41.0,4.54,6070.09,2671.95,86.9,5.125,7.636,50.33,Small,-1660.8899999999999
M S WALKER INC,9552,21169,Honoro Vera Organic Jumilla,5.59,8.49,750.0,72,402.48,908.4300000000001,416.01,107.0,11.91,55551.82,505.95000000000005,55.69,1.4861,2.257,5.59,Small,-195.65
PERFECTA WINES,10754,506,Robert Sinskey Pnt Gris,16.77,24.99,375.0,24,402.48,574.77,299.88,23.0,1.31,28720.52,172.28999999999996,29.98,0.9583,1.428,16.77,Small,16.77
MARTIGNETTI COMPANIES,4425,1997,Charles Goodnight Bourbon,30.93,42.99,750.0,13,402.09000000000003,2951.31,2263.4700000000003,69.0,54.42,144929.24,2549.22,86.38,5.3077,7.34,30.930000000000003,Small,-1732.08
PERNOD RICARD USA,17035,37722,Jacobs Crk Shirz Rsv,6.7,12.99,750.0,60,402.0,550.5,174.84,50.0,5.59,123780.22,148.5,26.98,0.8333,1.369,6.7,Small,67.0
PINE STATE TRADING CO,7153,20885,Rentas De Fincas Rioja,6.7,19.99,750.0,60,402.0,899.25,319.72,75.0,8.38,15884.82,497.25,55.3,1.25,2.237,6.7,Small,-100.5
MARTIGNETTI COMPANIES,4425,19699,Seratina Primitivo,6.8,9.99,750.0,59,401.2,1486.59,947.1,141.0,15.66,144929.24,1085.3899999999999,73.01,2.3898,3.705,6.8,Small,-557.6
SOUTHERN WINE & SPIRITS NE,2000,23335,Ch Leoville Las Cases 11 Jul,133.33,199.99,750.0,3,399.99,1999.9,799.96,10.0,1.12,19016.59,1599.91,80.0,3.3333,5.0,133.33,Small,-933.3100000000001
PINE STATE TRADING CO,7153,6520,LeCompte Calvados 5 Yr Old,39.99,55.99,750.0,10,399.9,2015.64,1735.69,36.0,28.41,15884.82,1615.7400000000002,80.16,3.6,5.04,39.989999999999995,Small,-1039.74
CONSTELLATION BRANDS INC,1392,25919,Hogue Clrs Merlot Wash,5.88,9.99,750.0,68,399.84000000000003,632.39,106.9,61.0,6.8500000000000005,79528.99,232.54999999999995,36.77,0.8971,1.582,5.880000000000001,Small,41.16
