VendorName,VendorNumber,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesDollars,TotalSalesPrice,TotalSalesQuantity,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
PERFECTA WINES,10754,21000,Bonpas Ch du Pape Rouge Rsv,27.62,42.99,750.0,89,2458.18,5976.59,3480.17,141.0,15.66,28720.52,3518.4100000000003,58.87,1.5843,2.431,27.619999999999997,Medium,-1436.24
PERFECTA WINES,10754,38106,Canyon Oaks Merlot Cal,3.92,5.99,750.0,627,2457.84,3737.7599999999998,293.51,624.0,70.19,28720.52,1279.9199999999996,34.24,0.9952,1.521,3.9200000000000004,Medium,11.76
CONSTELLATION BRANDS INC,1392,17914,Thorny Rose Red,6.2,8.99,750.0,396,2455.2000000000003,3791.94,2813.0,406.0,44.89,79528.99,1336.7399999999998,35.25,1.0253,1.544,6.200000000000001,Medium,-62.0
DELICATO VINEYARDS INC,2242,16246,Domino Chard,5.47,7.99,1500.0,448,2450.56,3539.5699999999997,1022.72,443.0,99.48,7982.65,1089.0099999999998,30.77,0.9888,1.444,5.47,Medium,27.349999999999998
MARTIGNETTI COMPANIES,4425,23663,Higher Ground Pinot Noir,8.49,12.99,750.0,288,2445.12,3429.36,480.63,264.0,29.720000000000002,144929.24,984.2400000000002,28.7,0.9167,1.403,8.49,Medium,203.76
JIM BEAM BRANDS COMPANY,12546,551,Cruzan Aged Light Rum,8.59,10.99,750.0,284,2439.56,3022.25,1813.3500000000001,275.0,216.81,123880.97,582.69,19.28,0.9683,1.239,8.59,Medium,77.31
SOUTHERN WINE & SPIRITS NE,2000,26939,Ramos Pinto 10-Yr Tawny Red,22.57,43.99,750.0,108,2437.56,4668.87,4057.02,113.0,12.45,19016.59,2231.31,47.79,1.0463,1.915,22.57,Medium,-112.85
PINE STATE TRADING CO,7153,24408,Chapelle de Bastion Picpoul,6.8,9.99,750.0,358,2434.3999999999996,3066.93,1868.13,307.0,34.08,15884.82,632.5300000000002,20.62,0.8575,1.26,6.799999999999999,Medium,346.8
STAR INDUSTRIES INC.,8663,2193,Donegal Irish Whiskey,16.41,24.99,750.0,148,2428.68,7770.86,4484.62,414.0,326.24,12.44,5342.18,68.75,2.7973,3.2,16.41,Medium,-4365.06
M S WALKER INC,9552,23527,Santa Maria Alla Pieve Valpo,51.61,79.99,750.0,47,2425.67,3387.56,2323.7,44.0,4.87,55551.82,961.8899999999999,28.39,0.9362,1.397,51.61,Small,154.82999999999998
SAZERAC NORTH AMERICA INC.,660,865,Montezuma Tequila White,5.5,6.99,1000.0,441,2425.5,3795.25,1022.72,475.0,498.75,17932.33,1369.75,36.09,1.0771,1.565,5.5,Medium,-187.0
ULTRA BEVERAGE COMPANY LLP,9165,15349,Itami Onigoroshi Junmal Shu,5.26,7.99,300.0,461,2424.86,3140.07,1645.94,393.0,16.91,68054.7,715.21,22.78,0.8525,1.295,5.260000000000001,Medium,357.68
ULTRA BEVERAGE COMPANY LLP,9165,25585,Rex Hill Williamette Pnt Nr,21.08,30.99,750.0,115,2424.2,3115.94,1089.6299999999999,106.0,11.84,68054.7,691.7400000000002,22.2,0.9217,1.285,21.08,Medium,189.71999999999997
PERFECTA WINES,10754,22821,Corvo Pnt Grigio,6.89,9.99,750.0,351,2418.3900000000003,2659.38,1746.27,262.0,29.04,28720.52,240.98999999999978,9.06,0.7464,1.1,6.890000000000001,Medium,613.2099999999999
WINE GROUP INC,9815,23520,Slow Press Cab Svgn,10.2,14.99,750.0,237,2417.4,2848.1,1004.33,190.0,21.3,27100.41,430.6999999999998,15.12,0.8017,1.178,10.200000000000001,Medium,479.4
BROWN-FORMAN CORP,1128,2018,Jack Daniels Tennessee Honey,22.38,29.99,1000.0,108,2417.04,2609.13,989.67,87.0,91.35,68601.68,192.09000000000015,7.36,0.8056,1.079,22.38,Medium,469.97999999999996
ULTRA BEVERAGE COMPANY LLP,9165,14348,De Martino Carmenere Estate,7.23,11.99,750.0,334,2414.82,3611.82,2626.69,318.0,35.15,68054.7,1197.0,33.14,0.9521,1.496,7.23,Medium,115.68
DELICATO VINEYARDS INC,2242,15137,Black Stallion Chard Napa Vy,10.59,15.99,750.0,228,2414.52,2670.33,1279.2,167.0,18.61,7982.65,255.80999999999995,9.58,0.7325,1.106,10.59,Medium,645.99
ULTRA BEVERAGE COMPANY LLP,9165,21700,Ram Island Lavender Lemonade,4.05,5.99,500.0,596,2413.8,3880.38,1801.39,562.0,42.73,68054.7,1466.58,37.79,0.943,1.608,4.050000000000001,Medium,137.7
MARTIGNETTI COMPANIES,4425,26219,Gloria Ferrer Carneros Chard,11.33,16.99,750.0,213,2413.29,4102.63,2776.3999999999996,237.0,26.22,144929.24,1689.3400000000001,41.18,1.1127,1.7,11.33,Medium,-271.92
STATE WINE & SPIRITS,653,23800,Boya Svgn Bl,9.2,15.99,750.0,262,2410.4,6995.0,3861.2400000000002,500.0,55.53,8014.9800000000005,4584.6,65.54,1.9084,2.902,9.200000000000001,Medium,-2189.6
MARTIGNETTI COMPANIES,4425,12913,J Drouhin Vosne Romanee 13,66.89,96.99,750.0,36,2408.04,4664.51,3233.66,49.0,5.42,144929.24,2256.4700000000003,48.38,1.3611,1.937,66.89,Small,-869.57
BANFI PRODUCTS CORP,516,21517,Riunite Lambrusco Cuties,5.06,7.79,187.0,475,2403.5,3645.7200000000003,2368.16,468.0,13.7,8510.41,1242.2200000000003,34.07,0.9853,1.517,5.06,Medium,35.419999999999995
WINE GROUP INC,9815,21374,10 Span Chard CC,5.13,7.49,750.0,468,2400.84,3325.56,509.32,444.0,49.88,27100.41,924.7199999999998,27.81,0.9487,1.385,5.13,Medium,123.12
FREDERICK WILDMAN & SONS,9744,19369,Luigi Bosca de Sangre,14.28,21.99,750.0,168,2399.04,2899.77,2448.96,123.0,13.56,3999.93,500.73,17.27,0.7321,1.209,14.28,Medium,642.6
PERFECTA WINES,10754,15860,Merriam Vyds Rose of Pnt Nr,6.12,19.99,750.0,392,2399.04,7836.08,4117.94,392.0,43.58,28720.52,5437.04,69.38,1.0,3.266,6.12,Medium,0.0
SEA HAGG DISTILLERY LLC,8150,3223,Ice Pik Vodka,11.93,15.99,1000.0,201,2397.93,3150.0299999999997,463.71,197.0,206.85,935.52,752.0999999999999,23.88,0.9801,1.314,11.93,Medium,47.72
PERFECTA WINES,10754,11433,Undone Pnt Nr,6.89,9.99,750.0,348,2397.7200000000003,3496.5,349.65000000000003,350.0,39.35,28720.52,1098.7799999999997,31.43,1.0057,1.458,6.890000000000001,Medium,-13.78
STATE WINE & SPIRITS,653,15675,Six Hats Shiraz,7.28,10.99,750.0,329,2395.12,4742.05,3374.17,395.0,43.68,8014.9800000000005,2346.9300000000003,49.49,1.2006,1.98,7.279999999999999,Medium,-480.48
CONSTELLATION BRANDS INC,1392,20096,Milestone Red,5.88,9.99,750.0,407,2393.16,3993.08,2727.33,392.0,43.4,79528.99,1599.92,40.07,0.9631,1.669,5.88,Medium,88.2
STATE WINE & SPIRITS,653,313,Rothman & Winter Violette,17.45,21.99,750.0,137,2390.65,2968.6499999999996,2199.0,135.0,106.38000000000001,8014.9800000000005,577.9999999999995,19.47,0.9854,1.242,17.45,Medium,34.9
PERFECTA WINES,10754,25259,Ch Martinon Brdx Rouge,7.09,10.99,750.0,337,2389.33,3637.69,2307.9,331.0,36.68,28720.52,1248.3600000000001,34.32,0.9822,1.522,7.09,Medium,42.54
CONSTELLATION BRANDS INC,1392,18900,Anderra Cab Svgn,5.91,8.99,750.0,404,2387.64,4374.21,3024.6800000000003,479.0,53.02,79528.99,1986.5700000000002,45.42,1.1856,1.832,5.909999999999999,Medium,-443.25
PERNOD RICARD USA,17035,3120,Absolut Cilantro,10.94,17.99,750.0,218,2384.92,4164.72,362.79999999999995,228.0,179.54999999999998,123780.22,1779.8000000000002,42.74,1.0459,1.746,10.94,Medium,-109.39999999999999
FREDERICK WILDMAN & SONS,9744,23997,Pascal Jolivet Sancerre Rose,13.24,19.99,750.0,180,2383.2,3998.0,1919.04,200.0,22.27,3999.93,1614.8000000000002,40.39,1.1111,1.678,13.239999999999998,Medium,-264.8
M S WALKER INC,9552,17132,Murphy-Goode Cab Svgn Alex V,14.66,21.99,750.0,162,2374.9199999999996,3414.5,661.7099999999999,150.0,16.830000000000002,55551.82,1039.5800000000004,30.45,0.9259,1.438,14.659999999999998,Medium,175.92000000000002
MARTIGNETTI COMPANIES,4425,2262,Black Button Citrus Gin,21.2,35.99,750.0,112,2374.4,9032.83,5937.929999999999,317.0,249.92000000000002,144929.24,6658.43,73.71,2.8304,3.804,21.2,Medium,-4346.0
MARTIGNETTI COMPANIES,4425,11397,Buried Cane Chard,8.21,12.99,750.0,289,2372.69,4859.17,3281.41,383.0,42.42,144929.24,2486.48,51.17,1.3253,2.048,8.21,Medium,-771.7400000000001
DIAGEO CHATEAU ESTATE WINES,1590,44102,Provenance To Kalon Cab Svgn,37.66,54.99,750.0,63,2372.58,3739.32,1374.75,68.0,7.63,7259.75,1366.7400000000002,36.55,1.0794,1.576,37.66,Small,-188.29999999999998
BACARDI USA INC,480,3199,Grey Goose La Poire Vodka,34.3,46.99,1750.0,69,2366.7,12217.4,7753.35,260.0,477.98,89286.27,9850.7,80.63,3.7681,5.162,34.3,Small,-6551.299999999999
M S WALKER INC,9552,26862,La Quintinye Rouge Vermouth,10.95,15.99,375.0,216,2365.2000000000003,3198.0,1391.13,200.0,11.51,55551.82,832.7999999999997,26.04,0.9259,1.352,10.950000000000001,Medium,175.2
M S WALKER INC,9552,18540,El Enemigo Malbec Mendoza,13.57,27.99,750.0,174,2361.18,4911.24,3259.83,176.0,19.5,55551.82,2550.06,51.92,1.0115,2.08,13.569999999999999,Medium,-27.14
E & J GALLO WINERY,3252,13718,Redwood Creek Malbec,7.28,10.99,1500.0,324,2358.72,4273.03,3234.9900000000002,397.0,88.12,61966.91,1914.31,44.8,1.2253,1.812,7.279999999999999,Medium,-531.44
MARTIGNETTI COMPANIES,4425,25564,Elvio Cogno Barolo Vignaelen,67.11,99.99,750.0,35,2348.8500000000004,3499.65,2099.79,35.0,3.88,144929.24,1150.7999999999997,32.88,1.0,1.49,67.11000000000001,Small,0.0
CONSTELLATION BRANDS INC,1392,39234,Vidal Jackson-Triggs RSV Icw,13.42,22.99,187.0,175,2348.5,3417.3799999999997,2227.95,162.0,4.6899999999999995,79528.99,1068.8799999999997,31.28,0.9257,1.455,13.42,Medium,174.46
E & J GALLO WINERY,3252,38355,MacMurray Ranch Selct Pnt Nr,9.86,14.49,750.0,238,2346.68,3289.23,594.09,227.0,25.490000000000002,61966.91,942.5500000000002,28.66,0.9538,1.402,9.86,Medium,108.46
STATE WINE & SPIRITS,653,9136,Caffo Amaretto Liqueur,10.81,16.99,750.0,217,2345.77,9515.08,6031.46,642.0,505.97,8014.9800000000005,7169.3099999999995,75.35,2.9585,4.056,10.81,Medium,-4594.25
DIAGEO CHATEAU ESTATE WINES,1590,14293,Ch La Mission Haut Brion 07,156.16,239.9,750.0,15,2342.4,3647.84,683.97,16.0,1.8,7259.75,1305.44,35.79,1.0667,1.557,156.16,Small,-156.16
ULTRA BEVERAGE COMPANY LLP,9165,11819,Pacific Rim Vin de Glaci Rsl,10.34,15.99,375.0,226,2336.84,3966.34,2798.12,266.0,15.39,68054.7,1629.5,41.08,1.177,1.697,10.34,Medium,-413.6
STATE WINE & SPIRITS,653,23798,Aquitania Cab Svgn,10.38,19.99,750.0,225,2335.5,2526.42,1790.88,158.0,17.48,8014.9800000000005,190.92000000000007,7.56,0.7022,1.082,10.38,Medium,695.46
PROXIMO SPIRITS INC.,7245,956,Jose Cuervo Tradicional,22.89,29.99,1000.0,102,2334.78,3928.69,2519.16,131.0,137.55,38994.78,1593.9099999999999,40.57,1.2843,1.683,22.89,Medium,-663.8100000000001
CONSTELLATION BRANDS INC,1392,23666,Cooks Extra Dry Champagne,5.36,7.99,187.0,435,2331.6,2973.11,1148.51,389.0,11.17,79528.99,641.5100000000002,21.58,0.8943,1.275,5.359999999999999,Medium,246.56
ULTRA BEVERAGE COMPANY LLP,9165,16155,Joseph Phelps Insignia 08,105.95,159.99,750.0,22,2330.9,6239.610000000001,3039.8100000000004,39.0,4.34,68054.7,3908.7100000000005,62.64,1.7727,2.677,105.95,Small,-1801.15
M S WALKER INC,9552,23357,Saddleback Clrs 09 Cab Svgn,24.51,37.99,750.0,95,2328.45,40649.3,19602.84,1070.0,119.2,55551.82,38320.850000000006,94.27,11.2632,17.458,24.509999999999998,Medium,-23897.25
PERFECTA WINES,10754,12646,Blackbird Vyds Arise Red,34.19,52.99,750.0,68,2324.92,3550.33,2172.59,67.0,7.45,28720.52,1225.4099999999999,34.52,0.9853,1.527,34.19,Small,34.19
MARTIGNETTI COMPANIES,4425,21420,Round Hill Common Man Chard,5.36,7.99,750.0,432,2315.52,3164.04,255.68,396.0,44.550000000000004,144929.24,848.52,26.82,0.9167,1.366,5.36,Medium,192.96
SOUTHERN WINE & SPIRITS NE,2000,16044,Entwine Cab Svgn,5.19,7.99,750.0,445,2309.55,3475.65,599.25,435.0,48.86,19016.59,1166.1,33.55,0.9775,1.505,5.19,Medium,51.900000000000006
DELICATO VINEYARDS INC,2242,24353,Diora Pnt Nr,11.48,16.99,750.0,201,2307.48,4287.23,2570.9199999999996,177.0,19.67,7982.65,1979.7499999999995,46.18,0.8806,1.858,11.48,Medium,275.52
E & J GALLO WINERY,3252,16792,Gallo Signature Series Chard,16.12,24.99,750.0,143,2305.16,2349.06,1624.35,94.0,10.41,61966.91,43.90000000000009,1.87,0.6573,1.019,16.119999999999997,Medium,789.88
PERFECTA WINES,10754,21467,La Clarence de Haut Brion PL,82.06,152.99,750.0,28,2297.6800000000003,4402.63,1784.85,37.0,4.14,28720.52,2104.95,47.81,1.3214,1.916,82.06000000000002,Small,-738.54
SOUTHERN WINE & SPIRITS NE,2000,28146,Kris Heart Rosso,7.84,11.99,750.0,292,2289.2799999999997,4978.0,3196.43,400.0,44.29,19016.59,2688.7200000000003,54.01,1.3699,2.174,7.839999999999999,Medium,-846.72
SAZERAC CO INC,8004,123,Van Winkle Special Rsv 10 Yr,38.75,49.99,750.0,59,2286.25,3459.42,3039.4900000000002,58.0,45.760000000000005,50293.62,1173.17,33.91,0.9831,1.513,38.75,Small,38.75
MARTIGNETTI COMPANIES,4425,24185,Conterno Fantino Barolo Mosc,63.26,92.99,750.0,36,2277.36,4370.53,2231.7599999999998,47.0,5.25,144929.24,2093.1699999999996,47.89,1.3056,1.919,63.260000000000005,Small,-695.86
MCCORMICK DISTILLING CO,5992,600,McCormick Gin,5.21,7.29,1000.0,436,2271.56,3375.27,1669.41,463.0,486.15000000000003,1567.85,1103.71,32.7,1.0619,1.486,5.21,Medium,-140.67
M S WALKER INC,9552,17315,Damilano Cannubi Barolo,54.05,79.99,750.0,42,2270.1,4079.49,2959.6299999999997,51.0,5.64,55551.82,1809.3899999999999,44.35,1.2143,1.797,54.05,Small,-486.45
ULTRA BEVERAGE COMPANY LLP,9165,25354,Calmel & Joseph Terra Larzac,13.51,19.99,750.0,168,2269.6800000000003,2478.7599999999998,1599.1999999999998,124.0,13.74,68054.7,209.07999999999947,8.43,0.7381,1.092,13.510000000000002,Medium,594.4399999999999
E & J GALLO WINERY,3252,16290,Canyon Rd Moscato,3.24,4.79,750.0,699,2264.76,3602.08,622.7,752.0,84.44,61966.91,1337.3199999999997,37.13,1.0758,1.59,3.24,Medium,-171.72
DIAGEO CHATEAU ESTATE WINES,1590,17937,Stark Raving Red,6.84,9.99,750.0,331,2264.04,4959.52,3630.73,448.0,49.58,7259.75,2695.4800000000005,54.35,1.3535,2.191,6.84,Medium,-800.28
CAMPARI AMERICA,11567,3943,Skyy Barcraft White Sangria,9.59,15.99,750.0,236,2263.24,7817.4800000000005,4879.93,652.0,514.02,20964.81,5554.240000000001,71.05,2.7627,3.454,9.59,Medium,-3989.44
VINILANDIA USA,90024,23968,Santa Julia Malbec,8.27,11.99,750.0,273,2257.71,3417.15,263.78000000000003,285.0,32.06,2802.64,1159.44,33.93,1.044,1.514,8.27,Medium,-99.24
PSP WINES,7255,20383,Fabrizio Dionisio Cast Syrah,9.03,13.99,750.0,250,2257.5,4340.92,2921.93,308.0,34.12,648.71,2083.42,47.99,1.232,1.923,9.03,Medium,-523.74
PERFECTA WINES,10754,15832,Sunday Mtn Svgn Bl,10.45,15.99,750.0,216,2257.2000000000003,3166.02,719.55,198.0,22.18,28720.52,908.8199999999997,28.71,0.9167,1.403,10.450000000000001,Medium,188.1
PERNOD RICARD USA,17035,10792,Perrier Jouet Fleur Rose,107.48,169.9,750.0,21,2257.08,7425.530000000001,3949.75,47.0,5.23,123780.22,5168.450000000001,69.6,2.2381,3.29,107.47999999999999,Small,-2794.48
PERFECTA WINES,10754,26803,Gaston Chiquet Special Club,46.93,68.99,750.0,48,2252.64,3242.5299999999997,2621.62,47.0,5.2,28720.52,989.8899999999999,30.53,0.9792,1.439,46.93,Small,46.93
PINE STATE TRADING CO,7153,22941,Haut-Bailly Pessc Leognan 06,225.15,348.99,1500.0,10,2251.5,5932.83,2442.9300000000003,17.0,3.8200000000000003,15884.82,3681.33,62.05,1.7,2.635,225.15,Small,-1576.05
ULTRA BEVERAGE COMPANY LLP,9165,25852,Dom Serene Rose,16.66,24.49,1500.0,135,2249.1,3208.19,759.1899999999999,131.0,29.380000000000003,68054.7,959.0900000000001,29.9,0.9704,1.426,16.66,Medium,66.64
JIM BEAM BRANDS COMPANY,12546,2953,Bowmore Mizurana,746.26,999.99,750.0,3,2238.7799999999997,7999.92,4999.95,8.0,6.3,123880.97,5761.14,72.01,2.6667,3.573,746.2599999999999,Small,-3731.3
MARTIGNETTI COMPANIES,4425,82,Hundred Acre Ark Vy Cab Svgn,248.34,374.99,750.0,9,2235.06,12374.67,6374.83,33.0,3.7,144929.24,10139.61,81.94,3.6667,5.537,248.34,Small,-5960.16
M S WALKER INC,9552,26861,Camigiliano Brunello Di Mont,26.48,39.99,750.0,84,2224.3199999999997,3079.23,2159.46,77.0,8.51,55551.82,854.9100000000003,27.76,0.9167,1.384,26.479999999999997,Small,185.36
MOET HENNESSY USA INC,8112,43019,Krug Grande Cve Brut,55.55,84.99,375.0,40,2222.0,2719.68,594.93,32.0,1.81,48347.26,497.67999999999984,18.3,0.8,1.224,55.55,Small,444.4
MARTIGNETTI COMPANIES,4425,21411,Segal's Fusion Chard/Colombd,10.52,15.99,750.0,211,2219.72,2654.34,1710.93,166.0,18.35,144929.24,434.62000000000035,16.37,0.7867,1.196,10.52,Medium,473.4
SAZERAC CO INC,8004,529,Desert Island Iced Tea,5.61,7.29,1000.0,395,2215.95,2923.29,1764.18,401.0,421.05,50293.62,707.3400000000001,24.2,1.0152,1.319,5.609999999999999,Medium,-33.660000000000004
MARTIGNETTI COMPANIES,4425,17503,Montes Twins Red,10.34,14.99,750.0,214,2212.7599999999998,3087.94,1978.68,206.0,22.82,144929.24,875.1800000000003,28.34,0.9626,1.396,10.339999999999998,Medium,82.72
FORTUNE WINE BROKERS LLC,90011,46923,Torrontes Jelu San Juan,8.1,11.99,750.0,273,2211.3,2542.92,1688.6100000000001,208.0,23.05,238.60999999999999,331.6199999999999,13.04,0.7619,1.15,8.100000000000001,Medium,526.5
ULTRA BEVERAGE COMPANY LLP,9165,15549,CastelGiocondo Brunello 07,27.58,39.99,750.0,80,2206.4,21594.600000000002,9797.550000000001,540.0,60.17,68054.7,19388.2,89.78,6.75,9.787,27.580000000000002,Small,-12686.8
SURVILLE ENTERPRISES CORP,8735,19768,B & G CDP Rose,7.28,13.99,750.0,303,2205.84,2572.73,1276.8600000000001,227.0,25.28,263.32,366.8899999999999,14.26,0.7492,1.166,7.28,Medium,553.28
STE MICHELLE WINE ESTATES,8673,14120,Antica Cab Svgn Napa Valley,31.5,45.99,750.0,70,2205.0,2791.4,1951.5800000000002,60.0,6.65,15919.7,586.4000000000001,21.01,0.8571,1.266,31.5,Small,315.0
M S WALKER INC,9552,15739,Vina Borgia Garnacha,13.69,19.99,3000.0,161,2204.09,2954.56,2484.79,144.0,64.8,55551.82,750.4699999999998,25.4,0.8944,1.34,13.690000000000001,Medium,232.73
BROWN-FORMAN CORP,1128,27138,Korbel Brut,10.8,15.99,187.0,204,2203.2,2702.31,719.55,169.0,4.83,68601.68,499.1100000000001,18.47,0.8284,1.227,10.799999999999999,Medium,378.0
SAZERAC NORTH AMERICA INC.,660,109,Mr Boston Blue Curacao,4.95,6.49,1000.0,445,2202.75,2712.37,1811.28,423.0,444.15000000000003,17932.33,509.6199999999999,18.79,0.9506,1.231,4.95,Medium,108.9
ULTRA BEVERAGE COMPANY LLP,9165,2636,Nikka Whisky Taketsuru 12 Yr,48.83,68.99,750.0,45,2197.35,18747.219999999998,12292.18,278.0,219.19,68054.7,16549.87,88.28,6.1778,8.532,48.83,Small,-11377.39
PERFECTA WINES,10754,38104,Canyon Oaks Chard Cal,3.94,5.99,750.0,557,2194.58,3084.85,263.56,515.0,57.93000000000001,28720.52,890.27,28.86,0.9246,1.406,3.94,Medium,165.48
CONSTELLATION BRANDS INC,1392,2153,Black Velvet Cinnamon Rush,6.61,8.99,750.0,332,2194.52,15174.81,10109.880000000001,1519.0,1197.41,79528.99,12980.289999999999,85.54,4.5753,6.915,6.61,Medium,-7846.070000000001
KOBRAND CORPORATION,4692,42785,Cakebread Benchland Cab Svgn,68.49,99.99,750.0,32,2191.68,7599.24,5599.44,76.0,8.4,9139.38,5407.5599999999995,71.16,2.375,3.467,68.49,Small,-3013.56
PERFECTA WINES,10754,18466,K Syrah The Deal,24.34,36.99,750.0,90,2190.6,2478.33,1146.69,67.0,7.470000000000001,28720.52,287.73,11.61,0.7444,1.131,24.34,Medium,559.82
SOUTHERN WINE & SPIRITS NE,2000,20062,Ch Angelus 10 Brdx,364.86,539.99,750.0,6,2189.16,3239.94,1079.98,6.0,0.68,19016.59,1050.7800000000002,32.43,1.0,1.48,364.85999999999996,Small,0.0
M S WALKER INC,9552,26864,La Quintinye Blanc Vermouth,10.73,15.99,375.0,204,2188.92,2798.25,1103.31,175.0,10.09,55551.82,609.3299999999999,21.78,0.8578,1.278,10.73,Medium,311.17
ULTRA BEVERAGE COMPANY LLP,9165,21117,Wicked Bright Pnt Gr Veneto,5.51,7.99,750.0,397,2187.4700000000003,3182.05,2287.17,395.0,43.74,68054.7,994.5799999999999,31.26,0.995,1.455,5.510000000000001,Medium,11.02
ULTRA BEVERAGE COMPANY LLP,9165,26187,Binyamina Cab Svgn,10.06,14.99,750.0,217,2183.02,2280.32,1581.83,168.0,18.580000000000002,68054.7,97.30000000000018,4.27,0.7742,1.045,10.06,Medium,492.94
DIAGEO NORTH AMERICA INC,3960,3677,Shady Fruit Valencia Orange,8.59,11.99,750.0,254,2181.86,7265.47,4162.28,653.0,514.65,257032.07,5083.610000000001,69.97,2.5709,3.33,8.59,Medium,-3427.41
MARTIGNETTI COMPANIES,4425,23823,Round Hill Cab Svgn,9.08,13.99,1500.0,240,2179.2,3105.7799999999997,447.68,222.0,49.95,144929.24,926.5799999999999,29.83,0.925,1.425,9.08,Medium,163.44
TREASURY WINE ESTATES,9819,26896,19 Crimes Warden Red,16.33,24.99,750.0,133,2171.89,2823.87,2349.06,113.0,12.45,14836.57,651.98,23.09,0.8496,1.3,16.33,Medium,326.59999999999997
R.P.IMPORTS INC,7749,19318,Ch Leoville-Barton Gr Cru 09,108.55,164.99,750.0,20,2171.0,3959.76,989.94,24.0,2.69,91.5,1788.7600000000002,45.17,1.2,1.824,108.55,Small,-434.2
PERFECTA WINES,10754,17410,Ch Angelus 09 St Emilion,197.36,324.99,750.0,11,2170.96,5099.83,1499.95,17.0,1.91,28720.52,2928.87,57.43,1.5455,2.349,197.36,Small,-1184.16
MCCORMICK DISTILLING CO,5992,981,McCormick Triple Sec,2.89,3.99,1000.0,751,2170.39,3112.2000000000003,957.6,780.0,819.0,1567.85,941.8100000000004,30.26,1.0386,1.434,2.8899999999999997,Medium,-83.81
ULTRA BEVERAGE COMPANY LLP,9165,20429,Carpineto Montepulciano 11,7.53,10.99,750.0,288,2168.64,2247.35,533.28,365.0,40.95,68054.7,78.71000000000004,3.5,1.2674,1.036,7.529999999999999,Medium,-579.8100000000001
PERFECTA WINES,10754,22861,K Vintners Syrah The Hidden,45.15,69.99,750.0,48,2167.2,2799.6,1609.77,40.0,4.43,28720.52,632.4000000000001,22.59,0.8333,1.292,45.15,Small,361.2
MARTIGNETTI COMPANIES,4425,26847,Josh Cellars Craftsman Cab S,9.33,13.99,750.0,232,2164.56,3189.7200000000003,839.4,228.0,25.57,144929.24,1025.1600000000003,32.14,0.9828,1.474,9.33,Medium,37.32
MARTIGNETTI COMPANIES,4425,19034,Nicholson Ranch Pnt Nr Sonom,29.21,44.99,750.0,74,2161.54,5848.7,2519.44,130.0,14.51,144929.24,3687.16,63.04,1.7568,2.706,29.21,Small,-1635.76
MARTIGNETTI COMPANIES,4425,11776,Diamond Crk Gravelly Cab Svg,154.1,224.99,750.0,14,2157.4,3149.86,899.96,14.0,1.58,144929.24,992.46,31.51,1.0,1.46,154.1,Small,0.0
PINE STATE TRADING CO,7153,22944,Talbot St Julien 10,165.58,254.99,1500.0,13,2152.54,4589.82,2804.8900000000003,18.0,4.03,15884.82,2437.2799999999997,53.1,1.3846,2.132,165.57999999999998,Small,-827.9000000000001
MARTIGNETTI COMPANIES,4425,45866,Jose Maria de Fonseca Periq,6.8,9.99,750.0,316,2148.7999999999997,3346.65,2027.97,335.0,37.17,144929.24,1197.8500000000004,35.79,1.0601,1.557,6.799999999999999,Medium,-129.2
MARTIGNETTI COMPANIES,4425,3294,Leaf Vodka Alaskian Glacial,12.31,16.99,750.0,174,2141.94,6230.79,4352.09,421.0,331.81,144929.24,4088.85,65.62,2.4195,2.909,12.31,Medium,-3040.57
STE MICHELLE WINE ESTATES,8673,12089,Northstar Merlot Walla Walla,25.48,38.99,750.0,84,2140.3199999999997,2557.31,2008.46,69.0,7.63,15919.7,416.99000000000024,16.31,0.8214,1.195,25.479999999999997,Small,382.2
STE MICHELLE WINE ESTATES,8673,21384,Ch Ste Michelle Cold Ck Cab,17.12,25.99,750.0,125,2140.0,3320.73,2007.2299999999998,127.0,14.120000000000001,15919.7,1180.73,35.56,1.016,1.552,17.12,Medium,-34.24
MARTIGNETTI COMPANIES,4425,19219,Eppa White Sangria Organic,8.66,12.99,750.0,247,2139.02,3013.68,1766.64,232.0,25.740000000000002,144929.24,874.6599999999999,29.02,0.9393,1.409,8.66,Medium,129.9
WINE GROUP INC,9815,21375,10 Span Cab Svgn CC,4.96,7.49,750.0,431,2137.76,2703.89,531.79,361.0,40.53,27100.41,566.1299999999997,20.94,0.8376,1.265,4.960000000000001,Medium,347.2
PERFECTA WINES,10754,14096,Citation Chard,21.37,30.99,750.0,100,2137.0,2519.3,1115.69,70.0,7.840000000000001,28720.52,382.3000000000002,15.17,0.7,1.179,21.37,Medium,641.1
MARTIGNETTI COMPANIES,4425,22565,Clayhouse Cab Svgn,118.7,183.99,19500.0,18,2136.6,3311.82,735.96,18.0,52.65,144929.24,1175.2200000000003,35.49,1.0,1.55,118.69999999999999,Small,0.0
STATE WINE & SPIRITS,653,23799,Casa Silva Svgn Gris,10.66,19.99,750.0,200,2132.0,2302.6,1371.17,140.0,15.55,8014.9800000000005,170.5999999999999,7.41,0.7,1.08,10.66,Medium,639.6
